time,ro0,ro1,ro2,ro3,ro4,ro5,ro6,ro7,
2.94750000e-08,4.68257082e-03,1.19998538e+00,1.19999610e+00,1.74714236e-01,1.19999348e+00,5.31249703e-04,1.50422872e-01,3.32639517e-04,
2.94850000e-08,2.14834575e-03,1.19998607e+00,1.20007837e+00,7.93148004e-02,1.20005792e+00,1.52397448e-03,3.95871194e-01,2.33608539e-04,
2.94950000e-08,1.09501286e-03,1.19999812e+00,1.20009880e+00,3.29663807e-02,1.20009118e+00,-3.10033080e-03,6.69448320e-01,1.77794088e-04,
2.95050000e-08,5.23143119e-04,1.20008163e+00,1.19928512e+00,1.18114993e-02,1.19944292e+00,-1.63061756e-02,9.06445626e-01,1.42670376e-04,
2.95150000e-08,2.99949373e-04,1.20006194e+00,1.19828380e+00,4.04309559e-03,1.19855773e+00,4.63293395e-03,1.06256592e+00,1.23809211e-04,
2.95250000e-08,2.15118438e-04,1.19926152e+00,1.20379034e+00,1.76728413e-03,1.20397669e+00,1.34352171e-01,1.13916416e+00,1.11134271e-04,
2.95350000e-08,1.63877858e-04,1.19846004e+00,1.21999292e+00,8.99391388e-04,1.21904386e+00,3.71314576e-01,1.16929089e+00,1.03754290e-04,
2.95450000e-08,1.34412031e-04,1.20515359e+00,1.18536282e+00,4.63002522e-04,1.17840552e+00,6.42824801e-01,1.18167257e+00,9.53488897e-05,
2.95550000e-08,1.19019317e-04,1.22097411e+00,1.03141791e+00,3.03402793e-04,1.01665290e+00,8.82149381e-01,1.18870790e+00,4.18123883e-05,
2.95650000e-08,1.08228818e-04,1.17413143e+00,7.85870096e-01,2.25977942e-04,7.68780986e-01,1.04507293e+00,1.19333203e+00,3.08717948e-06,
2.95750000e-08,1.03956397e-04,1.00153301e+00,5.17325165e-01,1.76491175e-04,5.03924241e-01,1.12986147e+00,1.19599279e+00,5.17172315e-04,
2.95850000e-08,9.54374712e-05,7.51488250e-01,2.88713296e-01,1.50332852e-04,2.84266620e-01,1.16499094e+00,1.19759297e+00,1.41409510e-03,
2.95950000e-08,2.99732411e-05,4.91902489e-01,1.36689506e-01,1.34360707e-04,1.40046795e-01,1.17953904e+00,1.19869073e+00,-3.24549896e-03,
2.96050000e-08,-1.09828577e-05,2.78042950e-01,5.76443010e-02,1.21827699e-04,6.30303331e-02,1.18749361e+00,1.19933891e+00,-1.58943177e-02,
2.96150000e-08,3.98922812e-04,1.38505014e-01,2.38536895e-02,1.17463864e-04,2.71454805e-02,1.19262260e+00,1.19965811e+00,1.85046798e-02,
2.96250000e-08,1.32125645e-03,6.42634705e-02,8.94846587e-03,9.95999956e-05,1.02001760e-02,1.19558619e+00,1.19982607e+00,1.71193893e-01,
2.96350000e-08,-1.70423394e-03,2.94485612e-02,3.30551279e-03,2.38216015e-05,3.71545435e-03,1.19730925e+00,1.19991370e+00,4.18997046e-01,
2.96450000e-08,-1.24703555e-02,1.18877119e-02,1.56035379e-03,5.42391985e-06,1.69416600e-03,1.19849395e+00,1.19995705e+00,6.87719633e-01,
2.96550000e-08,3.12624921e-03,4.43006391e-03,8.10559585e-04,7.10072943e-04,8.57144533e-04,1.19922746e+00,1.19997786e+00,9.14357962e-01,
2.96650000e-08,1.24065033e-01,1.97069648e-03,4.01148231e-04,1.61496766e-03,4.30293861e-04,1.19959990e+00,1.19998136e+00,1.06208339e+00,
2.96750000e-08,3.66462317e-01,1.01117656e-03,2.54625816e-04,-4.55532528e-03,2.80331575e-04,1.19979419e+00,1.19999101e+00,1.13673178e+00,
2.96850000e-08,6.52985957e-01,5.07112879e-04,1.91553480e-04,-1.74444807e-02,2.14178607e-04,1.19989795e+00,1.20005871e+00,1.16771516e+00,
2.96950000e-08,9.04376016e-01,3.12490774e-04,1.49169880e-04,3.97413433e-02,1.68578100e-04,1.19994866e+00,1.20011353e+00,1.18146875e+00,
2.97050000e-08,1.06921499e+00,2.27816081e-04,1.26119409e-04,2.36175222e-01,1.42530387e-04,1.19997373e+00,1.19955338e+00,1.18939192e+00,
2.97150000e-08,1.14609215e+00,1.72861982e-04,1.13722045e-04,5.20111407e-01,1.27888001e-04,1.19998047e+00,1.19864016e+00,1.19417692e+00,
2.97250000e-08,1.17328589e+00,1.42085885e-04,1.05651732e-04,8.06561358e-01,1.19006312e-04,1.19998850e+00,1.20223151e+00,1.19666832e+00,
2.97350000e-08,1.18345124e+00,1.25719159e-04,1.03579392e-04,1.01995605e+00,1.14003608e-04,1.20005096e+00,1.21623144e+00,1.19797154e+00,
2.97450000e-08,1.18924464e+00,1.14763062e-04,6.68457696e-05,1.13102937e+00,6.62933983e-05,1.20010895e+00,1.19813241e+00,1.19883085e+00,
2.97550000e-08,1.19334999e+00,1.11158157e-04,-6.38580013e-06,1.17065786e+00,6.99219644e-06,1.19959801e+00,1.07467173e+00,1.19937180e+00,
2.97650000e-08,1.19588147e+00,8.20697042e-05,9.31346419e-05,1.18305300e+00,3.55517563e-04,1.19871768e+00,8.40810305e-01,1.19965308e+00,
2.97750000e-08,1.19748738e+00,5.81657566e-06,8.94299010e-04,1.18861361e+00,1.32386564e-03,1.20135726e+00,5.68686831e-01,1.19981203e+00,
2.97850000e-08,1.19863598e+00,5.41417420e-05,1.29367800e-03,1.19248180e+00,-1.79073978e-03,1.21344591e+00,3.28004318e-01,1.19990396e+00,
2.97950000e-08,1.19931284e+00,8.77158602e-04,-5.89712076e-03,1.19523898e+00,-1.28733528e-02,1.20350222e+00,1.61992492e-01,1.19995135e+00,
2.98050000e-08,1.19964611e+00,1.28996225e-03,-2.05083248e-02,1.19693222e+00,2.07040342e-02,1.09945387e+00,7.36113367e-02,1.19997382e+00,
2.98150000e-08,1.19982389e+00,-6.18439715e-03,1.96196327e-02,1.19810882e+00,1.76666617e-01,8.79856953e-01,3.61607795e-02,1.19998057e+00,
2.98250000e-08,1.19991695e+00,-1.75701900e-02,1.85894981e-01,1.19896390e+00,4.41109307e-01,6.12609637e-01,1.87769329e-02,1.19999813e+00,
2.98350000e-08,1.19996016e+00,4.76802803e-02,4.43220225e-01,1.19945592e+00,7.31186801e-01,3.67658475e-01,8.65007366e-03,1.20007520e+00,
2.98450000e-08,1.19998021e+00,2.51421744e-01,7.15809556e-01,1.19971053e+00,9.66475668e-01,1.89851031e-01,3.80770421e-03,1.20002618e+00,
2.98550000e-08,1.19998480e+00,5.29971461e-01,9.41981774e-01,1.19985267e+00,1.10485096e+00,8.87610523e-02,1.92315602e-03,1.19923816e+00,
2.98650000e-08,1.19999023e+00,8.01614359e-01,1.08306453e+00,1.19992578e+00,1.16092631e+00,4.25294674e-02,1.00968502e-03,1.19873400e+00,
2.98750000e-08,1.20003189e+00,1.00533603e+00,1.14870320e+00,1.19996256e+00,1.17902135e+00,2.09127130e-02,5.12884555e-04,1.20654401e+00,
2.98850000e-08,1.20009300e+00,1.11759523e+00,1.17365332e+00,1.19997738e+00,1.18629863e+00,9.09319739e-03,2.99434107e-04,1.21962765e+00,
2.98950000e-08,1.19977980e+00,1.16268072e+00,1.18360223e+00,1.19998625e+00,1.19105395e+00,3.81917562e-03,1.92419309e-04,1.15641820e+00,
2.99050000e-08,1.19897606e+00,1.17884671e+00,1.18904840e+00,1.20004545e+00,1.19449147e+00,1.89137333e-03,1.37282842e-04,9.58066243e-01,
2.99150000e-08,1.20007368e+00,1.18660187e+00,1.19277962e+00,1.20010731e+00,1.19659199e+00,9.82786389e-04,1.13207196e-04,6.90840584e-01,
2.99250000e-08,1.21002432e+00,1.19183922e+00,1.19527106e+00,1.19950638e+00,1.19795137e+00,5.01924295e-04,1.01300388e-04,4.29449254e-01,
2.99350000e-08,1.21240113e+00,1.19517804e+00,1.19710526e+00,1.19857150e+00,1.19889993e+00,2.99612928e-04,9.76259874e-05,2.27941480e-01,
2.99450000e-08,1.13204755e+00,1.19708294e+00,1.19843089e+00,1.20450987e+00,1.19943873e+00,1.98131871e-04,8.84150567e-05,1.07353659e-01,
2.99550000e-08,9.25279359e-01,1.19834653e+00,1.19919564e+00,1.22031501e+00,1.19970621e+00,1.46122465e-04,1.45562853e-05,4.96282517e-02,
2.99650000e-08,6.59497223e-01,1.19915278e+00,1.19958818e+00,1.17734725e+00,1.19985252e+00,1.22726986e-04,-2.12308388e-05,2.36671730e-02,
2.99750000e-08,4.07890774e-01,1.19956926e+00,1.19979867e+00,1.00986738e+00,1.19992762e+00,1.09703541e-04,4.81999961e-04,1.00472337e-02,
2.99850000e-08,2.17735887e-01,1.19977631e+00,1.19990373e+00,7.57708679e-01,1.19996457e+00,1.02541628e-04,1.44539224e-03,4.04351702e-03,
2.99950000e-08,1.03739123e-01,1.19989098e+00,1.19995323e+00,4.93656510e-01,1.19998206e+00,9.58116358e-05,-2.48873344e-03,1.90456869e-03,
3.00050000e-08,4.82748869e-02,1.19994705e+00,1.19997425e+00,2.77657531e-01,1.19998509e+00,4.43778549e-05,-1.45875470e-02,9.56236169e-04,
3.00150000e-08,2.22923538e-02,1.19997377e+00,1.19998113e+00,1.36374560e-01,1.19999409e+00,-9.47274116e-06,-8.34049270e-03,4.63616088e-04,
3.00250000e-08,9.05747661e-03,1.19998538e+00,1.19999642e+00,6.01883960e-02,1.20006225e+00,2.40160244e-04,9.09686295e-02,2.82110622e-04,
3.00350000e-08,3.64555551e-03,1.19998608e+00,1.20007876e+00,2.39487816e-02,1.20008706e+00,1.13226524e-03,3.12785513e-01,2.08148349e-04,
3.00450000e-08,1.76831148e-03,1.19999812e+00,1.20009717e+00,8.22853936e-03,1.19940317e+00,-4.47219914e-04,5.87750850e-01,1.60950991e-04,
3.00550000e-08,8.84745312e-04,1.20008163e+00,1.19928006e+00,2.98016926e-03,1.19853948e+00,-9.97666849e-03,8.42188686e-01,1.33543698e-04,
3.00650000e-08,4.30696987e-04,1.20006200e+00,1.19828151e+00,1.41828750e-03,1.20439458e+00,-1.47663240e-02,1.02469690e+00,1.18084440e-04,
3.00750000e-08,2.68864563e-04,1.19926174e+00,1.20384234e+00,7.16487010e-04,1.21961614e+00,6.18252630e-02,1.12266913e+00,1.06618705e-04,
3.00850000e-08,1.97733449e-04,1.19845988e+00,1.22010112e+00,3.91607263e-04,1.17549127e+00,2.69317446e-01,1.16304569e+00,1.02001239e-04,
3.00950000e-08,1.53126816e-04,1.20515323e+00,1.18502018e+00,2.74528539e-04,1.00749472e+00,5.40563491e-01,1.17879586e+00,8.82781286e-05,
3.01050000e-08,1.29179804e-04,1.22097419e+00,1.03021826e+00,2.06841285e-04,7.56511011e-01,7.98900650e-01,1.18686253e+00,1.47029350e-05,
3.01150000e-08,1.15716966e-04,1.17413446e+00,7.84254750e-01,1.66035611e-04,4.92513586e-01,9.93432145e-01,1.19215634e+00,3.96768873e-05,
3.01250000e-08,1.05667670e-04,1.00154281e+00,5.15786480e-01,1.44843224e-04,2.75954653e-01,1.10554195e+00,1.19534652e+00,8.16950099e-04,
3.01350000e-08,1.02927741e-04,7.51502489e-01,2.87565210e-01,1.29890040e-04,1.35174900e-01,1.15538011e+00,1.19716625e+00,1.14580322e-03,
3.01450000e-08,8.93482070e-05,4.91916282e-01,1.36018300e-01,1.19226398e-04,6.07154664e-02,1.17522464e+00,1.19840221e+00,-6.01227835e-03,
3.01550000e-08,9.49587584e-06,2.78053167e-01,5.73445226e-02,1.15028649e-04,2.60385145e-02,1.18486365e+00,1.19918322e+00,-1.68815614e-02,
3.01650000e-08,-1.02877906e-05,1.38510974e-01,2.37237585e-02,7.71616682e-05,9.72392128e-03,1.19093887e+00,1.19958200e+00,4.46442337e-02,
3.01750000e-08,6.19448276e-04,6.42662913e-02,8.89368532e-03,1.31776064e-05,3.56352476e-03,1.19465958e+00,1.19978448e+00,2.38730452e-01,
3.01850000e-08,1.57897889e-03,2.94499377e-02,3.28808430e-03,1.34523975e-04,1.64271104e-03,1.19672754e+00,1.19989302e+00,5.05207052e-01,
3.01950000e-08,-3.64843576e-03,1.18883660e-02,1.55447307e-03,9.95848655e-04,8.29701697e-04,1.19809123e+00,1.19994670e+00,7.66648292e-01,
3.02050000e-08,-1.67666890e-02,4.43029465e-03,8.07173024e-04,6.09293482e-04,4.19076129e-04,1.19899627e+00,1.19997307e+00,9.70158691e-01,
3.02150000e-08,2.17726887e-02,1.97077254e-03,3.99686512e-04,-7.66541033e-03,2.76548400e-04,1.19948658e+00,1.19998028e+00,1.09251722e+00,
3.02250000e-08,1.84963729e-01,1.01121552e-03,2.54147583e-04,-1.17589793e-02,2.11680793e-04,1.19973260e+00,1.19998853e+00,1.14973539e+00,
3.02350000e-08,4.47061281e-01,5.07130644e-04,1.91245547e-04,7.71419614e-02,1.66957631e-04,1.19986653e+00,1.20003740e+00,1.17309802e+00,
3.02450000e-08,7.29399730e-01,3.12498405e-04,1.48980450e-04,3.09596959e-01,1.41710692e-04,1.19993321e+00,1.20010177e+00,1.18437024e+00,
3.02550000e-08,9.59944658e-01,2.27816246e-04,1.26028953e-04,6.05955722e-01,1.27371231e-04,1.19996636e+00,1.19976987e+00,1.19119281e+00,
3.02650000e-08,1.09820028e+00,1.72865547e-04,1.13665120e-04,8.78743047e-01,1.18970034e-04,1.19998002e+00,1.19892412e+00,1.19515410e+00,
3.02750000e-08,1.15683465e+00,1.42090987e-04,1.05636814e-04,1.06249251e+00,1.13211634e-04,1.19998457e+00,1.20009455e+00,1.19714949e+00,
3.02850000e-08,1.17698123e+00,1.25716741e-04,1.03526610e-04,1.14764257e+00,6.12967436e-05,1.20001186e+00,1.21105509e+00,1.19827372e+00,
3.02950000e-08,1.18527921e+00,1.14764545e-04,6.62353049e-05,1.17569944e+00,4.95381345e-06,1.20008998e+00,1.21389354e+00,1.19903343e+00,
3.03050000e-08,1.19054891e+00,1.11158147e-04,-6.56246231e-06,1.18499303e+00,4.12220302e-04,1.19997248e+00,1.12962467e+00,1.19948021e+00,
3.03150000e-08,1.19419854e+00,8.20682801e-05,9.72088523e-05,1.18983071e+00,1.39411553e-03,1.19916719e+00,9.14658365e-01,1.19971144e+00,
3.03250000e-08,1.19638286e+00,5.81869597e-06,9.00544890e-04,1.19339478e+00,-2.27031384e-03,1.19864939e+00,6.42403502e-01,1.19984720e+00,
3.03350000e-08,1.19785395e+00,5.41469139e-05,1.26914430e-03,1.19581908e+00,-1.38099656e-02,1.20617355e+00,3.87101877e-01,1.19992248e+00,
3.03450000e-08,1.19887116e+00,8.77164218e-04,-5.96182572e-03,1.19730195e+00,2.58554751e-02,1.22191656e+00,1.98526820e-01,1.19996038e+00,
3.03550000e-08,1.19943089e+00,1.28993465e-03,-2.05469891e-02,1.19838944e+00,1.92077225e-01,1.17001592e+00,9.11326947e-02,1.19997617e+00,
3.03650000e-08,1.19970688e+00,-6.18446750e-03,2.00602277e-02,1.19913879e+00,4.60768236e-01,9.88172891e-01,4.32648109e-02,1.19998488e+00,
3.03750000e-08,1.19985737e+00,-1.75700867e-02,1.87170955e-01,1.19954490e+00,7.49170583e-01,7.32171450e-01,2.26617027e-02,1.20002524e+00,
3.03850000e-08,1.19993263e+00,4.76810051e-02,4.44901920e-01,1.19975987e+00,9.78694922e-01,4.70959603e-01,1.08373463e-02,1.20008835e+00,
3.03950000e-08,1.19996762e+00,2.51423181e-01,7.17386910e-01,1.19987880e+00,1.11061533e+00,2.59345844e-01,4.72978157e-03,1.19973912e+00,
3.04050000e-08,1.19998351e+00,5.29973163e-01,9.43111621e-01,1.19993896e+00,1.16285245e+00,1.25573477e-01,2.28572231e-03,1.19891340e+00,
3.04150000e-08,1.19998475e+00,8.01615841e-01,1.08366194e+00,1.19996895e+00,1.17967632e+00,5.84641821e-02,1.21495071e-03,1.20092563e+00,
3.04250000e-08,1.19999223e+00,1.00533698e+00,1.14894358e+00,1.19997866e+00,1.18665342e+00,2.90448139e-02,6.12392328e-04,1.21251602e+00,
3.04350000e-08,1.20005348e+00,1.11759566e+00,1.17374221e+00,1.19999074e+00,1.19132204e+00,1.34242048e-02,3.42549270e-04,1.20006610e+00,
3.04450000e-08,1.20010326e+00,1.16268087e+00,1.18364293e+00,1.20007685e+00,1.19466715e+00,5.56672584e-03,2.15713915e-04,1.08797050e+00,
3.04550000e-08,1.19956197e+00,1.17884677e+00,1.18907517e+00,1.20006871e+00,1.19669583e+00,2.53370365e-03,1.48420700e-04,8.60026114e-01,
3.04650000e-08,1.19869655e+00,1.18660191e+00,1.19279789e+00,1.19926468e+00,1.19802583e+00,1.33007654e-03,1.17922296e-04,5.87565716e-01,
3.04750000e-08,1.20211774e+00,1.19183925e+00,1.19528344e+00,1.19874745e+00,1.19894706e+00,6.70739006e-04,1.04068366e-04,3.43742648e-01,
3.04850000e-08,1.21503237e+00,1.19517805e+00,1.19711484e+00,1.20729487e+00,1.19946222e+00,3.70874835e-04,9.75158807e-05,1.73162793e-01,
3.04950000e-08,1.19597259e+00,1.19708295e+00,1.19843703e+00,1.21909687e+00,1.19971859e+00,2.36361668e-04,9.20063092e-05,7.95884741e-02,
3.05050000e-08,1.07654732e+00,1.19834654e+00,1.19919882e+00,1.15447063e+00,1.19985928e+00,1.64707766e-04,4.27717351e-05,3.75990243e-02,
3.05150000e-08,8.50652914e-01,1.19915278e+00,1.19958986e+00,9.58271693e-01,1.19993090e+00,1.30973391e-04,-1.20631433e-05,1.73429363e-02,
3.05250000e-08,5.84079535e-01,1.19956927e+00,1.19979956e+00,6.93059825e-01,1.19996618e+00,1.14807532e-04,2.19856522e-04,7.03382647e-03,
3.05350000e-08,3.46339549e-01,1.19977631e+00,1.19990415e+00,4.35232117e-01,1.19998267e+00,1.03726128e-04,1.08765975e-03,2.96361134e-03,
3.05450000e-08,1.78237747e-01,1.19989098e+00,1.19995342e+00,2.36551857e-01,1.19998545e+00,1.00480061e-04,-5.06402088e-05,1.47479048e-03,
3.05550000e-08,8.32384871e-02,1.19994705e+00,1.19997429e+00,1.12650030e-01,1.19999524e+00,8.72905201e-05,-8.92772682e-03,7.21596190e-04,
3.05650000e-08,3.90631344e-02,1.19997377e+00,1.19998121e+00,4.88003893e-02,1.20006795e+00,5.11204109e-06,-2.10016217e-02,3.70036695e-04,
3.05750000e-08,1.74698617e-02,1.19998538e+00,1.19999678e+00,1.87085574e-02,1.20007633e+00,-1.75369922e-05,3.58898803e-02,2.48966366e-04,
3.05850000e-08,6.89525038e-03,1.19998607e+00,1.20007915e+00,6.31533181e-03,1.19934827e+00,6.24857021e-04,2.26625372e-01,1.87857901e-04,
3.05950000e-08,2.90491650e-03,1.19999812e+00,1.20009532e+00,2.43246740e-03,1.19854402e+00,1.60259994e-03,4.94595333e-01,1.48466048e-04,
3.06050000e-08,1.46395588e-03,1.20008165e+00,1.19927475e+00,1.20799773e-03,1.20500257e+00,-3.89040425e-03,7.62005997e-01,1.27054679e-04,
3.06150000e-08,7.14524611e-04,1.20006197e+00,1.19827962e+00,6.06833549e-04,1.22010973e+00,-1.80754734e-02,9.72815684e-01,1.13591090e-04,
3.06250000e-08,3.65510885e-04,1.19926150e+00,1.20389572e+00,3.53301701e-04,1.17106194e+00,1.06434466e-02,1.09792560e+00,1.04266886e-04,
3.06350000e-08,2.44744729e-04,1.19846004e+00,1.22020841e+00,2.55730280e-04,9.94851564e-01,1.55880727e-01,1.15349956e+00,9.81916828e-05,
3.06450000e-08,1.82871472e-04,1.20515425e+00,1.18467709e+00,1.94529932e-04,7.39814162e-01,4.00725159e-01,1.17481263e+00,6.28599111e-05,
3.06550000e-08,1.44543715e-04,1.22097399e+00,1.02902185e+00,1.59519024e-04,4.77120606e-01,6.71084930e-01,1.18451903e+00,5.11041932e-06,
3.06650000e-08,1.24831161e-04,1.17412920e+00,7.82643038e-01,1.40867989e-04,2.64882767e-01,9.03722431e-01,1.19059610e+00,2.88893318e-04,
3.06750000e-08,1.12786408e-04,1.00153081e+00,5.14252450e-01,1.26811150e-04,1.28786300e-01,1.05759625e+00,1.19446230e+00,1.17563863e-03,
3.06850000e-08,1.04996872e-04,7.51489066e-01,2.86422270e-01,1.18345709e-04,5.77302199e-02,1.13539217e+00,1.19662986e+00,-1.35650101e-03,
3.06950000e-08,9.99876497e-05,4.91909328e-01,1.35351442e-01,1.11065807e-04,2.45993349e-02,1.16716176e+00,1.19803187e+00,-1.17304768e-02,
3.07050000e-08,6.52543536e-05,2.78052168e-01,5.70472959e-02,5.50718053e-05,9.11231120e-03,1.18058702e+00,1.19896785e+00,1.90878738e-03,
3.07150000e-08,1.54646763e-06,1.38510860e-01,2.35949868e-02,2.88028930e-06,3.37068050e-03,1.18816237e+00,1.19947789e+00,1.15433068e-01,
3.07250000e-08,9.91250459e-05,6.42660828e-02,8.83948468e-03,3.52891559e-04,1.57605510e-03,1.19303450e+00,1.19972900e+00,3.44355962e-01,
3.07350000e-08,8.98049414e-04,2.94487809e-02,3.27038140e-03,1.30007750e-03,7.93906582e-04,1.19580988e+00,1.19986440e+00,6.16530983e-01,
3.07450000e-08,1.08614395e-03,1.18850592e-02,1.54901870e-03,-1.50132115e-03,4.04843063e-04,1.19745881e+00,1.19993253e+00,8.59947210e-01,
3.07550000e-08,-6.43429967e-03,4.42791708e-03,8.04427266e-04,-1.21254481e-02,2.71666167e-04,1.19859527e+00,1.19996626e+00,1.03006943e+00,
3.07650000e-08,-1.72758334e-02,1.97090294e-03,3.97900739e-04,7.22169687e-03,2.08424806e-04,1.19928238e+00,1.19997984e+00,1.12220152e+00,
3.07750000e-08,4.91443028e-02,1.01175970e-03,2.53551857e-04,1.39481309e-01,1.64867099e-04,1.19962719e+00,1.19998538e+00,1.16184466e+00,
3.07850000e-08,2.54596937e-01,5.07644055e-04,1.90900866e-04,3.95765432e-01,1.40660350e-04,1.19980929e+00,1.20000627e+00,1.17854936e+00,
3.07950000e-08,5.35131299e-01,3.12925269e-04,1.48779980e-04,6.92364837e-01,1.26717223e-04,1.19990542e+00,1.20008332e+00,1.18758590e+00,
3.08050000e-08,8.08790491e-01,2.28161843e-04,1.25936499e-04,9.43730187e-01,1.19046310e-04,1.19995240e+00,1.20005903e+00,1.19314107e+00,
3.08150000e-08,1.01276203e+00,1.73145669e-04,1.13607817e-04,1.09652151e+00,1.11995503e-04,1.19997549e+00,1.19924356e+00,1.19615755e+00,
3.08250000e-08,1.12290351e+00,1.42321785e-04,1.05619518e-04,1.15962907e+00,5.41725146e-05,1.19998075e+00,1.19845410e+00,1.19767521e+00,
3.08350000e-08,1.16544783e+00,1.25909277e-04,1.03463641e-04,1.17938657e+00,2.63549114e-06,1.19998966e+00,1.20581219e+00,1.19862555e+00,
3.08450000e-08,1.18013469e+00,1.14926809e-04,6.56836377e-05,1.18665557e+00,4.92920310e-04,1.20005900e+00,1.22293838e+00,1.19925324e+00,
3.08550000e-08,1.18705720e+00,1.11298457e-04,-6.73829832e-06,1.19100797e+00,1.48703634e-03,1.20011095e+00,1.17589832e+00,1.19959221e+00,
3.08650000e-08,1.19182631e+00,8.21942414e-05,1.01060332e-04,1.19424427e+00,-2.93155915e-03,1.19952644e+00,9.97099121e-01,1.19977552e+00,
3.08750000e-08,1.19498680e+00,5.92575711e-06,9.06513464e-04,1.19633450e+00,-1.48843554e-02,1.19861794e+00,7.37936888e-01,1.19988407e+00,
3.08850000e-08,1.19687413e+00,5.42122432e-05,1.24511579e-03,1.19766017e+00,3.30446267e-02,1.20204735e+00,4.71157945e-01,1.19994137e+00,
3.08950000e-08,1.19820967e+00,8.77195247e-04,-6.02386589e-03,1.19865529e+00,2.12942171e-01,1.21523128e+00,2.55390640e-01,1.19996942e+00,
3.09050000e-08,1.19908150e+00,1.29021894e-03,-2.05807231e-02,1.19929202e+00,4.87314484e-01,1.19798174e+00,1.20647756e-01,1.19997818e+00,
3.09150000e-08,1.19953297e+00,-6.18380727e-03,2.04832022e-02,1.19962331e+00,7.73132308e-01,1.08011544e+00,5.53804589e-02,1.19999067e+00,
3.09250000e-08,1.19976158e+00,-1.75708624e-02,1.88382953e-01,1.19980410e+00,9.94591868e-01,8.54196041e-01,2.84611000e-02,1.20006230e+00,
3.09350000e-08,1.19988620e+00,4.76749229e-02,4.46496088e-01,1.19990139e+00,1.11788252e+00,5.87252452e-01,1.42532363e-02,1.20008593e+00,
3.09450000e-08,1.19994587e+00,2.51411104e-01,7.18880769e-01,1.19995046e+00,1.16524140e+00,3.47318854e-01,6.30790078e-03,1.19938353e+00,
3.09550000e-08,1.19997377e+00,5.29959105e-01,9.44179792e-01,1.19997428e+00,1.18050776e+00,1.77155965e-01,2.88691297e-03,1.19853816e+00,
3.09650000e-08,1.19998501e+00,8.01603766e-01,1.08422570e+00,1.19998059e+00,1.18712111e+00,8.24623039e-02,1.52272305e-03,1.20462054e+00,
3.09750000e-08,1.19998659e+00,1.00532927e+00,1.14917014e+00,1.19999929e+00,1.19167512e+00,3.98129818e-02,7.78097460e-04,1.22024877e+00,
3.09850000e-08,1.19999969e+00,1.11759362e+00,1.17382608e+00,1.20009547e+00,1.19489523e+00,1.94194074e-02,4.11876547e-04,1.17279442e+00,
3.09950000e-08,1.20007514e+00,1.16268423e+00,1.18368145e+00,1.19994640e+00,1.19683193e+00,8.34271244e-03,2.51851448e-04,9.95536206e-01,
3.10050000e-08,1.20007795e+00,1.17884983e+00,1.18910052e+00,1.19907078e+00,1.19812339e+00,3.53637197e-03,1.66926042e-04,7.37534094e-01,
3.10150000e-08,1.19932273e+00,1.18660255e+00,1.19281518e+00,1.19981958e+00,1.19900760e+00,1.77952845e-03,1.25810366e-04,4.71601029e-01,
3.10250000e-08,1.19850086e+00,1.19183985e+00,1.19529516e+00,1.21049283e+00,1.19949214e+00,9.19288321e-04,1.07968987e-04,2.57057254e-01,
3.10350000e-08,1.20462242e+00,1.19517829e+00,1.19712391e+00,1.20911667e+00,1.19973453e+00,4.74259419e-04,9.79957088e-05,1.23045114e-01,
3.10450000e-08,1.22025859e+00,1.19708312e+00,1.19844283e+00,1.11915178e+00,1.19986788e+00,2.87193962e-04,9.58304440e-05,5.64698419e-02,
3.10550000e-08,1.17900481e+00,1.19834662e+00,1.19920183e+00,9.05725236e-01,1.19993508e+00,1.91497699e-04,7.88066995e-05,2.70438938e-02,
3.10650000e-08,1.01569500e+00,1.19915283e+00,1.19959145e+00,6.36162626e-01,1.19996820e+00,1.43096794e-04,-3.96819152e-06,1.17564945e-02,
3.10750000e-08,7.68668651e-01,1.19956929e+00,1.19980040e+00,3.87156534e-01,1.19998323e+00,1.21301621e-04,-6.96870629e-06,4.69145978e-03,
3.10850000e-08,5.05796632e-01,1.19977632e+00,1.19990454e+00,2.04449032e-01,1.19998627e+00,1.08695185e-04,7.03231778e-04,2.14180782e-03,
3.10950000e-08,2.86468923e-01,1.19989099e+00,1.19995360e+00,9.49645679e-02,1.19999775e+00,1.02441631e-04,1.60776939e-03,1.08335629e-03,
3.11050000e-08,1.42217165e-01,1.19994706e+00,1.19997433e+00,4.03921680e-02,1.20007463e+00,9.48087546e-05,-4.38532769e-03,5.20438163e-04,
3.11150000e-08,6.57922509e-02,1.19997377e+00,1.19998130e+00,1.49721092e-02,1.20004756e+00,3.51859132e-05,-1.91481906e-02,3.00825265e-04,
3.11250000e-08,3.09831909e-02,1.19998538e+00,1.19999711e+00,5.04881414e-03,1.19927427e+00,-1.31178074e-05,5.19062464e-03,2.18398183e-04,
3.11350000e-08,1.32959808e-02,1.19998607e+00,1.20007953e+00,2.06747304e-03,1.19863908e+00,3.24517885e-04,1.43127357e-01,1.67652881e-04,
3.11450000e-08,5.19729591e-03,1.19999812e+00,1.20009354e+00,1.04680939e-03,1.20592280e+00,1.25009772e-03,3.85826119e-01,1.37051113e-04,
3.11550000e-08,2.32830211e-03,1.20008165e+00,1.19926980e+00,5.27570758e-04,1.21994069e+00,-1.26353551e-03,6.59741249e-01,1.20381410e-04,
